bpm,loudness,year,title
125.363,-11.685,1980,Dream Lover
187.66,-11.319,1994,Party In The Sky
139.949,-8.452,0,Tüflische Plan
109.996,-7.918,0,Regresa A Mi (Unbreak My Heart)
104.237,-18.466,0,I Will Turn Your Money Green (Tk. 1)
126.618,-8.278,1999,I Can't Wait 'Til Christmas (LP Version)
126.412,-15.303,0,The Fortway
145.259,-21.036,0,Subliminal mit Naturgeraeuschen
91.584,-6.752,0,Guitarra Dimelo Tu
96.006,-7.629,2001,Gun Thirsty
135.053,-10.744,2006,Hollow Dream
116.903,-12.493,0,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version)
186.285,-5.863,0,Lonely
111.555,-9.6,0,Hold me
90.983,-9.06,2009,Uptown
177.563,-5.376,1998,That Blows My Mind (Slammin' and Way Out There!)
123.976,-6.485,0,You
60.017,-5.625,1999,Ego Trip by Nikki Giovanni
71.597,-11.539,1960,Dedicated To The One I Love
135.033,-13.615,2009,Walking In Dub
114.758,-9.66,1990,I Know Somethin (Bout You)
163.748,-5.914,1984,Sweet & Dandy
122.934,-6.637,2009,When I Grow Up
118.056,-5.057,2001,Somos Gitanos
109.518,-10.601,0,Gaviota Traidora
93.041,-5.536,2007,I Remember
142.479,-16.261,0,Let Me Go Home Whiskey
141.746,-5.532,2004,The Last Round
115.007,-14.682,2009,You've Never Been Right - (Live In Boston_ MA 2008)
150.3,-9.244,1989,Magdalaine
119.965,-9.147,0,Luv
78.601,-7.803,0,Insanity
108.251,-6.367,0,Wichita Cathedral [live]
148.748,-16.397,0,Si Yo Tuviera
80.455,-10.561,1972,Piece Of My Heart
140.08,-5.001,0,Better
163.007,-7.35,0,The Heretic Anthem (Live version) (Album Version)
144.478,-24.877,0,II Allegro
108.069,-12.643,0,Merzwaltz
80.016,-18.891,2005,No More Blues
160.184,-7.249,0,Ugly Like Me (Demo Version)
118.155,-9.535,1988,Hot Night Downtown
116.318,-14.554,2004,Tootie Blues
102.402,-14.701,0,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version)
166.411,-8.392,1997,Obstacles in My Way
121.075,-10.825,0,No Bad Oral Sex / Dick Dessert
95.298,-5.317,0,When The Sun Comes Out
168.02,-3.426,2009,Face Drop
132.59,-24.321,1972,Gone Dead On You Blues
150.933,-21.585,0,Chagall(OS)
111.034,-13.005,2006,Les chasseurs d'esclaves
124.008,-6.213,1995,La Marca De Tus Labios
120.848,-8.017,0,Sea Of Heartbreak
140.143,-6.299,2008,Ammunition
134.293,-3.38,2007,I Love This Town
48.942,-30.978,0,Miserere: XII. Ne Projicias
87.899,-14.243,2005,Got To Find My Little Woman
126.631,-7.414,0,So In Love
185.559,-11.19,1976,The Happy Organ
179.987,-10.87,0,Quartier Latin
161.874,-2.445,2006,Can You Dance With Me?
83.95,-17.712,2003,Buddy and Santa's Flight
50.059,-22.214,1997,Outro
133.312,-11.693,1989,Out Of The Blue
88.015,-12.198,0,Wide Awake In A Dream
92.927,-19.933,2007,Satin Doll
210.957,-6.984,2003,The Raggle Taggle Gypsy
137.714,-14.835,1994,No Night In Zion - Original
140.112,-4.002,2008,Shogun [with fade_ for special edition]
137.158,-6.02,0,The Quality of Life
83.255,-19.583,0,Drown The Dog!
97.284,-9.974,0,Baby I
137.942,-6.144,0,Pata Pata
125.361,-19.052,0,Charley_ My Boy
68.388,-22.737,0,Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasterisé En 2010)
147.597,-10.033,0,Atotonilco
130.453,-11.425,2002,When The Saints Go Marching In
125.663,-7.807,2008,Town Topic (Instrumental)
162.155,-13.533,0,Player No More
243.195,-23.366,2003,Waterfall
87.097,-9.314,0,Out In The Street (Live In Cleveland_ Ohio)
109.293,-12.246,2009,Humppa
84.069,-8.592,0,Easier By Now
88.648,-12.373,0,Spirit and Machine
117.298,-14.881,0,Track TAKE FIVE
91.249,-32.637,1999,Porcelain Man
149.853,-10.22,1995,Turntable Terrorist
122.988,-5.98,2009,PDA
107.886,-9.657,1985,(Wake Up) Time to Die
244.366,-12.785,2005,I Only Have Eyes For You (Album Version)
107.053,-3.879,0,Jody
139.947,-13.434,0,Dept. Of Youth
160.129,-9.868,0,Where the Rats 3
121.101,-5.439,0,Turn Around (LP Version)
131.118,-17.382,0,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court)
177.866,-12.625,1995,Horrible
171.648,-11.622,2000,Another Year
0.0,-15.909,1986,Noches Arabes
147.734,-6.22,0,Aurora
126.955,-10.203,0,Hatesex (Reborn)
116.122,-7.293,0,Ridin' High
88.012,-9.475,0,Circle Of Hands (For A Time Like This Album Version)
181.355,-8.626,1987,Memphis In The Meantime
107.905,-16.205,1989,Knowledge Is King
84.631,-8.704,1999,Decir Adios
90.987,-30.381,0,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo
86.675,-11.128,2006,Pranafestation
148.856,-9.217,0,Sleeping My Day Away [Live]
158.578,-27.885,1977,Collapsar
107.199,-5.939,2004,Let's Get It Started
115.418,-3.053,2000,There Will Be Blood Tonight
118.096,-11.897,0,Sentimental Journey
103.225,-8.602,1999,Harlem Shuffle
139.959,-9.989,0,Step 2 It
85.652,-12.054,0,I believe
165.224,-3.926,2006,The Drop-Off
59.17,-14.587,0,In The Name Of God (Gentle Revolution Album Version)
111.132,-6.779,1995,Tabloid Junkie
109.305,-14.886,1975,Bubulina
51.714,-6.79,2009,Immonumental
144.022,-5.174,2004,Borrow Mine
105.085,-15.006,2000,Under The Palms
128.502,-8.361,1999,Limosna De Amores
120.07,-4.456,2008,Superstar
208.737,-10.501,0,Seis Perlas Cubanas
196.106,-5.821,0,Rebelion
199.826,-9.433,1996,Mi Alma Esta Enamorada
126.785,-11.123,0,Pish Tash
162.987,-5.732,0,Hao Lai Hao Qu
150.028,-17.746,0,Moving Up
103.694,-14.665,0,Did You Ever Go Sailin'
97.882,-6.951,1988,Nobody's Perfect
83.99,-11.926,2000,Tigers Fucking (Spoken Word) (Album Version)
110.133,-5.065,2000,Vollmond
137.924,-6.743,0,This Train (Munk Edit)
103.584,-15.636,1991,Give Your Heart a Home
125.348,-6.088,2007,Real McKoy Feat. Busy Signal
140.945,-15.016,0,Catch Me In The Morning (Album Version)
126.105,-3.764,2005,No Comprimise_ No Regrets
134.923,-8.742,0,La Vida Eres
84.032,-7.329,0,Missing
100.005,-19.897,0,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King
62.78,-3.638,0,A la Hora
114.037,-5.054,1997,Destroy 2000 Years Of Culture
96.686,-6.905,1988,Crack
40.27,-18.34,0,Stand By Me (Freedom Band Album Version)
99.987,-25.368,0,Birdies
115.38,-23.893,1989,Evil Ways
89.978,-14.767,0,Tramonto Etnico
91.007,-11.783,2002,Distant Voices
101.335,-14.712,0,Give Me Your Word
104.709,-12.665,0,Tudo E Ilusao (1997 Digital Remaster)
121.407,-6.634,0,Hurry Hurry Baby (Dj Edit)
72.071,-24.57,2006,Improv #1
83.883,-15.336,2003,Kids In the Store
110.57,-6.426,2002,Losing Weight Part 2
160.051,-4.993,2007,Fingerprints
105.157,-7.016,2004,Star
159.415,-12.569,1971,Jody
155.926,-6.156,0,Love Without Fear
104.79,-11.68,0,Rain Please Go Away
76.125,-21.685,0,Goofy Golf
135.064,-10.432,0,Get Back
66.691,-17.045,0,Peace Prayer
192.027,-3.082,0,The Legionnaire
161.529,-13.839,1970,On The Boards
124.332,-7.181,1998,Life
86.475,-15.493,0,Meditations
208.338,-12.652,0,You Made The Difference To My Life (LP Version)
115.75,-9.969,1998,She Will Never Let Me Down
121.666,-7.093,0,Flash_ Crash and Thunder
122.678,-9.329,0,Pus-Filled Carcass
116.806,-15.202,1970,Death Don't Have No Mercy
166.025,-4.776,2010,Stranger In My Room
135.458,-12.398,0,Sabina
53.672,-12.546,0,I'm Going Around In Circles
86.197,-15.987,1991,Bubbles in My Beer
156.002,-5.047,2004,Sangre americana
105.509,-13.331,0,Hip Hug Her
142.782,-15.912,2010,Wigue
127.355,-7.769,0,In Place Of Love [edit]
139.167,-8.441,0,Grin'in In Ya Face
92.439,-5.033,2008,Of Myth And Men (Album Version)
173.985,-5.068,0,Are We Mindless?
146.879,-5.621,0,Playing the Role of God
140.281,-12.955,0,World Of The Video Game
74.551,-16.459,1997,My Mind Is Gone
159.499,-3.775,2002,Prove Something (explicit album version)
90.098,-17.962,0,Arrivederci Roma
100.312,-14.658,2005,Christelle Est Une Ordure
90.267,-4.774,0,Burlesque burglary
85.714,-10.901,0,Mine Yuh Business
87.618,-2.904,0,Encore
97.289,-5.688,0,Are You Home
145.032,-6.424,2006,I Love It [Clubstar Remix]
96.043,-12.686,2003,Punjabian Di Chale Glassi
103.548,-6.453,2008,No La Dejes Sola
121.795,-7.225,2007,Mystic River
106.41,-4.429,2009,Romance
141.992,-8.681,0,Unconditionally (Soul and R&B)
79.098,-9.225,0,Lu Ren Jia
158.404,-8.537,2003,Rock Of Gibraltar
106.658,-12.928,2003,O Come All Ye Faithful
136.208,-14.807,0,Blue Yodel No. 1(T For Texas)
88.578,-6.845,0,Maldito Amor Featuring Tito El Bambino (Version Urbana)
111.549,-20.578,0,Holly & The Ivy (Album Version)
91.289,-14.135,0,Three Bells / Les 3 cloches
135.826,-9.233,0,I Promise My Heart
65.573,-16.866,0,Hide Thou Me
125.037,-10.249,0,Melody
113.515,-22.659,0,Cordeiro De Nana
92.236,-5.995,0,Narrow Grave
88.915,-10.499,0,C'est moi le mari
112.361,-47.664,0,Derek Taylor - Introduction
93.001,-8.723,0,No One
165.346,-6.071,1972,Juguete
130.335,-6.56,1956,I Put a Spell on You
118.058,-8.732,2005,Luminous Bliss
127.574,-7.625,0,S.O.S.
178.63,-24.953,0,Le Théâtre / Bof L'Important C'Est D'Aimer
128.006,-7.475,0,Can't Hold Back
145.521,-7.992,0,Boat Day At the Marina
99.095,-5.815,0,Why We Thugs (edited version)
77.788,-10.509,0,La Luna Enamora - Original
120.92,-12.892,1990,When Will I Be Loved
87.102,-6.353,0,Gangsta's Fairytale 2 (Explicit)
120.317,-16.657,0,Fanfare For Freedom
139.224,-12.515,0,Are We Really Doing Your Will
79.952,-16.007,0,Religion
82.581,-25.395,2001,Contessa Entellina
140.595,-5.384,0,Again
108.584,-8.691,0,Drummer Boy
120.059,-13.459,0,Heiliges Feuer
84.81,-9.437,0,Un Amor En El Olvido
116.034,-6.803,0,Bar Talk
118.617,-13.567,0,Fair Diana
100.013,-13.207,1996,Happy Cycling
126.274,-7.554,1997,Cursed Again
149.9,-23.964,1968,Old Friends
134.56,-11.467,0,For Me And My Gal
85.731,-6.304,2008,Freedom
161.909,-5.535,2005,We Will Rock You
61.409,-19.995,1999,Personal Tragedy
149.827,-5.641,2001,Better Way Of Life
145.635,-11.367,0,Double Jig: The Rolling Wave
88.746,-10.981,2004,I'm Amazing
227.48,-20.335,0,Frontiers (LP Version)
128.961,-10.012,0,Roman Empire
107.892,-8.873,0,Urbania
129.034,-13.795,0,Thank You Mama
170.079,-7.659,0,Gone But Not Forgotten
105.004,-4.373,0,Celebration
103.129,-4.78,2000,Pushing Me Away (Album Version)
145.562,-4.314,2009,Porn
113.86,-10.415,1980,Why Don't You Spend The Night
121.842,-11.085,0,Time Will Crawl (Extended Dance Mix)
94.819,-2.664,0,The Ultimate
95.051,-11.814,2007,All Too Human
173.423,-11.498,1990,Mr. Bozack
45.43,-12.778,0,Razamataz
179.406,-5.765,2002,Use Of A Weapon (Album Version)
127.122,-3.432,2000,Confused
127.817,-3.832,2010,Evenfall
89.335,-6.612,2006,Fleeting sound
198.118,-13.718,0,Hoy
182.705,-10.372,2006,Down On My Knees
121.834,-9.341,0,No Sé  Lo Que Hacer
64.259,-16.673,0,Intro
142.253,-5.766,0,Represent
130.545,-6.079,0,Garden Of Eden
88.942,-9.018,2002,Be With Me
172.9,-10.985,1993,Strange Kinda Feeling (Take 4)
210.691,-6.738,2003,Right Now
114.083,-8.665,0,Black Betty
137.959,-14.945,0,Jingle Bell Rock
107.944,-7.311,1989,U Never Nu How Good U Had It
135.525,-6.692,0,Mulin' Around
136.897,-6.21,2004,Knowledge Of Self (Evol Intent Remix)
121.078,-13.298,0,Swinging Down the Lane
107.303,-8.101,0,Sex Will Sell
148.142,-9.951,0,Hook Of Holland
103.046,-9.781,2001,Special Someone
61.82,-10.638,0,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig)
98.784,-4.793,2008,Piranha
107.081,-14.873,1940,Fixin' To Die Blues
97.143,-3.848,0,I Can't
124.969,-7.085,0,Sublime Control
138.43,-7.204,2006,Arnold Layne
175.127,-24.2,0,Strangerhood
88.57,-5.278,2002,Venice Queen (Album Version)
77.885,-10.133,1997,People Like New (LP Version)
160.001,-7.788,0,Oute Mia Fora
113.552,-12.039,2008,It's Not Unusual
107.93,-14.579,0,Running Sabotage
111.506,-14.953,0,The Dance at The Gym
135.778,-6.916,0,Shi Qu Ni
160.066,-12.215,2009,Maudits anglois
89.311,-5.17,2001,The Bubble
122.691,-10.216,0,The Education Of Jamie
67.176,-10.03,0,Because - Part 1
143.855,-3.628,0,Dios Bendiga
92.643,-7.261,1978,Soon Come (2002 Digital Remaster)
164.641,-16.111,1996,If I Had My Way I'd Tear This Building Down
86.844,-6.036,2001,Awake (Album Version)
124.989,-6.116,2010,La Ley De La Vida
93.156,-4.925,1992,Goodnight Girl
109.696,-9.063,0,It's So Hard To Stumble (When You're Down On Your Knees)
77.635,-21.498,0,Print
98.998,-12.88,2001,An Afternoon On the Moon (Jet Jaguar's Remix)
110.98,-14.977,1989,Rainin' In My Heart
110.007,-9.801,0,Ai De Jie Shi
141.868,-9.22,0,Jokers and Thieves
93.03,-5.572,0,Doin' It
181.208,-4.224,1996,Wanna Be A Star
95.098,-11.38,2005,Heard 'Em Say
132.088,-8.173,1982,Hot Cross Bun
87.485,-10.733,1986,Please Come Home For Christmas
42.782,-17.549,2001,Existing Alone
84.871,-11.924,0,Paint Ball
140.186,-5.585,0,Nena Neurótica
95.227,-16.521,0,Mule Get Up In The Alley
136.89,-7.105,0,Reach For The Ground
119.727,-12.237,0,Calling Dr Zarkov
170.773,-8.112,1982,Black Tiger
114.093,-14.375,1993,Telling Me Lies
208.51,-6.094,0,I Know A Man
94.1,-14.476,1968,Love Ain't A Play Thing
83.116,-12.838,2002,Le bar du grand désir
113.204,-28.107,0,I'm Gonna Make Her Mine - Original
90.199,-7.275,1994,I'll Show You Love
101.121,-9.715,1999,Small Axe
84.672,-9.432,0,Zélé
180.005,-6.016,0,Holla Boyz Outro
36.773,-15.413,0,Easter Parade (1992 Digital Remaster)
126.029,-15.71,0,Green Fields  (Album Version)
78.245,-10.942,2003,Evalia
162.995,-6.429,0,Gospel Train (LP Version)
102.829,-10.086,1991,Scenario
127.006,-6.205,2007,My Party (Kenna Remix)
121.884,-17.15,0,Hole In The Coal
72.91,-4.316,0,Suite nupcial (directo Enjoy 07)
86.96,-10.672,1998,Kick Jump - Part Jump
138.001,-10.329,0,Battle Of The Tom Tom
180.874,-12.504,0,Poaki
97.022,-8.299,0,Smile
120.349,-12.383,1996,I'm Poured Out Like Water
184.012,-6.635,1981,"Dirty Movies"" (Album Version)"
127.811,-5.013,2000,The Sun Shines From You
129.333,-5.192,0,Catalyst (LP Version)
115.37,-7.57,2006,Ghastly Indoctrination
91.084,-6.398,2005,Rise
152.857,-8.707,1979,Vuelve Junto A Mi
81.647,-14.886,0,Toot Toot Dixie Bound
88.314,-13.683,0,Midnight Wind
113.52,-13.362,0,Night Cruiser (Album Version)
156.139,-8.17,0,There Is a Way
84.973,-10.069,0,Assisted Suicide 2.5
90.139,-3.616,0,Lian Ai Tian Chi
98.087,-13.637,1972,Ice Cream Cakes
153.998,-5.497,0,Shagi po bitomu steklu
169.722,-5.2,0,If My Baby (LP Version)
159.621,-7.992,0,Better Off That Way
154.585,-5.627,2008,Informer
84.676,-10.047,0,Spirit in My Life (Earnshaw's Instrumental)
100.72,-10.814,0,The Army Air Corps
168.165,-11.314,1979,Mama's Boy
186.141,-3.853,0,Anxiety
86.949,-13.135,0,Groove It
64.79,-22.729,0,Tenderly
125.875,-6.538,2003,Genius
174.762,-14.922,0,She Flock To Me
126.488,-15.673,0,Roll Back The Clouds
116.137,-9.1,0,Travellin' (Album Version)
100.353,-22.115,0,Studio Dialogue (#19)
235.903,-8.951,0,Ji Nian Pin
235.405,-5.24,1971,Evil Hearted Ada
122.887,-24.705,2000,That's The Kind Of Baby For Me
104.618,-13.467,0,Introduction
126.291,-6.648,0,Oriza Eh
159.252,-9.285,0,Definition Of A Zilla'Naire
159.026,-17.172,0,Mi Amante Amigo
86.55,-20.865,0,Now everybody's gone
92.969,-6.29,0,I.A.I
131.889,-9.592,0,Yang Guang He Xu
162.987,-11.907,1995,Everything I Desire
151.844,-4.017,2007,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version)
109.659,-7.425,0,I Don't Give A F**K
124.577,-7.822,1987,Hot Tamale Baby
100.893,-11.943,0,Let The Chips Fall
116.596,-10.937,0,When You're Smiling - Sheik Of Araby
166.749,-10.742,0,The Wonders
104.939,-3.902,0,In A Dead World (Album Version)
202.036,-7.071,0,Dama Dam Mast Kalander
96.052,-10.239,0,Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version)
91.997,-5.533,0,Get Picked Up
148.633,-8.789,1999,Printemps
97.754,-15.963,2001,Ambulance Man
156.029,-3.892,0,La Barca
130.007,-13.015,0,Laziness
61.994,-10.635,0,Avec lui
110.487,-8.932,0,ICU
159.036,-8.579,0,Tomame O Dejame
174.293,-4.316,2005,Over You (feat Joyo Velarde_ prod DJ Shadow)
191.436,-5.95,0,My Girlfriend's Friend
110.28,-7.98,1975,Just A Little Bit Of You
178.934,-6.644,0,Fuckin' Wita Psycho
107.779,-12.16,0,Only A Look
100.013,-3.786,0,Do It
107.922,-8.744,2001,Just A Phase
183.882,-10.22,2004,I'm Gonna Cry Til' My Tears Run Dry
77.235,-18.149,0,Werther - Lyric Drama in four Acts/Act I/Rêve! Extase! Bonheur!
131.868,-6.382,2003,Love & Devotion
158.121,-11.922,0,Everything's Gonna Be Alright (Live Version)
240.263,-6.566,0,It Is What It Is (feat. Anton X)
128.835,-22.073,0,Losin' End (LP Version)
114.407,-21.08,0,Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi)
104.231,-12.518,0,Bop Moon
163.087,-6.83,2009,Broke Down
120.024,-10.29,0,Amdokwe
168.144,-5.202,0,Indita Mia (Album Version)
131.84,-19.514,1979,Mr. Sellack (Album Version)
133.45,-6.55,0,Hypnotise The Cat
133.582,-9.926,0,Nassau Town
135.037,-3.139,2003,Too Late (Orange Factory Extended Mix)
132.026,-8.801,0,Pocket Calculator (2009 Digital Remaster)
97.667,-9.062,0,Dime
87.406,-7.477,0,The Buzzard's Back in Town (Live)
141.729,-6.108,0,Look Me In The Eye
146.389,-20.607,1993,Harry Flowers
71.228,-16.333,1999,The Lull Before The Storm
146.053,-6.454,0,Gonna Take a Miracle
149.971,-12.685,2003,Orgasme Tellurique
126.934,-5.983,0,SAMJHO NA
85.56,-10.516,2004,The Sun Shine Down My Way
122.152,-6.953,0,Neighbor_ Neighbor
119.534,-15.857,0,Trace Of Time
122.546,-14.373,1988,Mary Had A Little Lamb
85.82,-9.429,1992,This Ain't Pleasure
103.054,-14.853,0,Hear Me Talking To You
107.083,-6.623,2004,Man  On The Side
118.136,-7.597,0,The wrong woman
129.972,-11.947,0,Den Mporo Na Figo
63.134,-17.462,0,Skylark
131.98,-5.228,0,MVP
82.69,-3.731,0,Between Hell and A Heartbeat [Explicit]
145.147,-6.214,2004,Broken Promises (album version)
124.916,-9.089,2001,I'll Come Running
108.252,-1.545,2004,Thresh Hold
91.739,-8.961,0,Boulevard In Heaven
131.568,-16.394,0,Mambo del Beso
89.026,-11.302,0,Boogie
153.768,-9.29,1996,Stagger Lee
117.157,-14.3,1971,Two Four One
86.624,-6.787,2007,Survivalism
77.581,-10.499,0,Provisoirement
78.971,-5.095,2006,AquaCityBoy
139.98,-13.691,1994,Chlore
127.932,-6.635,0,"Lala Song (Matesi DJ ""Silverstatix""remix"
129.977,-6.562,0,Sarah Palin {I Wanna Lay Pipe}
130.173,-6.736,0,Santa Claus Is Coming To Town
79.916,-8.148,0,Fat Tianne
162.134,-7.921,1992,Neir
128.968,-4.222,0,Nowhere To Run
89.941,-10.44,0,Mercy (Album Version)
97.672,-7.349,1992,Sting Me
111.422,-12.632,2000,You're Looking Good
99.894,-11.368,1992,Cooling Out
104.928,-4.063,0,I See War
204.066,-6.914,0,Brother Brick Says
127.99,-8.232,0,Anita Love's
76.57,-18.516,0,UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix
147.659,-6.68,0,If You Think You Are Lonely Now
163.975,-7.387,2008,Little Drummer Boy
77.364,-15.442,0,Silencio De Aguas Profundas
145.924,-4.978,0,Studen plamuk
115.021,-6.195,0,Lioraras
85.118,-16.489,0,Hiraeth am Feirion
115.745,-14.946,0,Saylarvee (LP Version)
165.67,-7.284,0,Conversation
103.997,-2.801,2000,The Call
107.711,-8.166,0,Die Art von Mann
111.743,-17.325,0,Eddie's Pad
175.007,-4.283,0,Liberty
128.549,-8.648,2000,L'horizon Chimérique
120.129,-7.092,0,Raza Cristalera
118.064,-23.461,0,The Tie That Binds
195.026,-6.674,2007,First Boyfriend
89.98,-12.27,0,Seikurabe (Karaoke)
130.07,-11.516,0,G G Kah
190.102,-4.675,2002,The Mission
235.337,-7.499,1987,Two-Sided Politics
155.173,-6.533,2008,La Matanza
183.437,-6.211,0,On Tha Rox
134.254,-19.449,0,L'Amour en Heritage
134.086,-8.294,0,Medley Final
141.846,-6.898,0,All Over Now
107.592,-16.111,1973,Cuando Ya Me Empiece A Quedar Solo
131.955,-7.038,2009,Beautiful
108.105,-14.165,0,No More Troubles
117.367,-14.023,2003,L.A. Arteest Café
180.203,-3.697,0,Juggernaut
114.752,-6.945,2005,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version)
119.953,-5.956,2000,Runaway Train (LP Version)
137.936,-2.019,2007,Letters to Norway
121.708,-8.451,0,They Know (Remix)
153.731,-11.918,1998,Still Love Remains (Album Version)
94.804,-20.975,0,The First Leaves Of Autumn
106.756,-6.888,0,Bright Lights_ Big City
83.73,-9.38,1987,Maybe Someday...
46.867,-19.775,2004,j Uh!
123.294,-5.772,0,Le clair de lune à maubeuge
119.437,-13.474,0,Seventy Times Seven (LP Version)
122.91,-9.158,2006,Life Is Real
106.575,-4.144,0,Snow [Hey Oh] [Live Version]
79.252,-6.155,0,Silence
198.016,-5.663,2008,Absolute Horizon
122.624,-5.544,2004,Turnpike
126.42,-6.626,2009,Spoonful
188.502,-3.087,0,Si Te Dicen Por Ahi
79.003,-18.803,0,L'Etang Chimérique
117.437,-10.447,0,On The Road To Emmaus
130.889,-15.163,1993,Need More Blues
141.621,-13.213,1993,Werewolf_ Semen And Blood
81.895,-7.54,0,Moritat (Mack The Knife)
102.04,-7.114,2006,If You Ask Me
130.286,-9.317,2005,"Beauty Queen (12"" Spoon Club Mix)"
140.629,-13.959,2000,Pickled Heads
106.083,-8.593,0,El Capiro
121.28,-28.231,2009,Revelations
179.161,-9.349,0,Little Cry For Him (Chorinho Pra Ele) (LP Version)
96.054,-5.688,0,Silence
197.443,-5.943,2006,Just Like Lightnin'
140.654,-12.253,1975,Lost In The Funhouse Again
160.048,-16.062,0,The White Spirit
151.444,-20.958,0,Escape From The City
111.537,-12.0,0,Cri'r Adar Main
168.861,-16.137,0,Time Zone (Album Version)
98.015,-13.404,1998,We're Together Again
155.979,-4.754,0,If Your Na Na Get Wet
131.761,-9.635,2005,Mine Again
117.844,-6.728,2005,Gone
85.994,-6.735,0,No One Knows
119.712,-17.629,1990,Procession
89.992,-16.156,2007,Multiplayer
114.597,-10.377,2003,Vennette
125.898,-13.556,2002,The  First Of The Year
104.01,-10.401,0,Ooh La La
137.823,-14.181,2001,Airto's Jazz Dance
113.431,-9.059,1963,When Summer's Through
140.903,-12.682,0,Bobby's Girl (Previously Unreleased Demo - Stereo)
170.034,-11.613,0,The Traveller
99.959,-16.678,1958,Freight Train
104.284,-16.275,0,Cuando Quieres Tu
152.294,-21.418,0,Let It Be Me
130.818,-10.19,0,Aquel Amor
131.292,-13.61,0,Unicorn
105.05,-5.827,2004,Into Battle
110.018,-4.367,2010,(Do)Minion
175.948,-3.542,2008,Active
120.45,-19.99,0,Interlude: Livin'...In Complete Darkness
136.887,-9.77,0,Li Jia Chu Zou
127.923,-8.648,0,Times Like These
123.087,-3.846,0,I'm A Killer
132.27,-12.831,0,Djessy
95.576,-15.775,2004,Nightly Cares
127.979,-6.023,0,Love Selecta (feat Iffectz & Marwa)
89.726,-14.668,0,Whosoever Will (LP Version)
111.127,-14.481,0,A Girls Oath
122.093,-7.828,0,Rossignol Montmartrois (Polka)
153.052,-6.092,1978,Ku Klux Klan
79.151,-15.608,1994,Anybody Seen My Girl
127.765,-7.236,1991,Lively Up Yourself
101.905,-2.224,0,I'm All Yours (LP Version)
181.421,-11.058,1978,Get On Our Own
170.899,-25.895,0,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo
147.736,-9.785,1989,Just My Baby
113.636,-9.915,0,Because Of You
101.897,-14.863,2002,I denna ljuva sommartid
86.693,-5.47,2000,Shape Of My Heart
140.834,-8.913,0,Firedance
144.84,-11.017,0,Hopelessly
99.612,-11.255,1995,Let's Have Some Fun
130.908,-28.19,1997,The Keys
96.082,-15.615,2004,Juste Une Fois
116.949,-23.966,0,Prelude In C Minor From The Well Tempered-Clavier
119.389,-17.664,1978,Love Can Run Faster
128.006,-8.511,2007,The Blue Side of The Sun
139.562,-5.059,2005,New Detroit
106.01,-6.769,2007,da da Diamonds
141.008,-6.62,2001,Livin' A Lie (Video Mix)
80.375,-4.347,1996,Proud
133.015,-9.3,0,Communication (More Mix)
135.066,-9.663,1980,Passover
100.317,-14.946,0,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago)
112.09,-5.22,0,Rock & Roll Renegade
134.245,-5.411,0,C'Est Moi L'BO$$
155.26,-11.714,1979,Soo Bawlz
205.16,-10.062,2009,Blåsut
45.709,-8.962,0,By Faith I Can Touch Him Now
154.483,-12.411,0,Wait On The Lord  (LP Version)
122.954,-9.923,0,Curiosity
202.052,-6.497,0,Fire (Orange Factory Dub)
85.976,-8.298,2005,Music Of The Sun
144.012,-12.957,2000,Width Of The World
145.008,-3.586,0,Houston Anthem
75.06,-17.452,0,Til The Storm Passes By
90.336,-23.476,2001,Dinner Party Pool Music
136.861,-9.236,0,More Than One Love
165.977,-7.492,0,Pegadito
125.593,-9.644,2008,Street Lights
118.959,-6.672,0,Death of Me
107.927,-12.69,0,More Than Vocals (MTV)
111.946,-8.918,0,Sentimento (Asteri_ Asteraki)
138.156,-6.293,2003,Slips Of Paper
120.066,-17.825,0,Mesmerise The Future Part 1
125.05,-5.981,1998,Backseat Driver
72.884,-8.702,2004,Refuge
137.398,-12.324,0,Sex
30.048,-15.429,0,Engel
78.841,-14.431,0,Oh Little Town Of Bethlehem
45.508,-6.857,2008,Old Memory
180.121,-10.204,0,The Lord Will Go Before You
138.386,-9.392,0,Mama Talk To Your Daughter (take 2)
67.606,-5.587,2005,Grow Proper
101.195,-15.913,0,My Chickasay Girl
156.066,-7.172,2005,Soorma
131.509,-10.899,2004,Flamme & co
152.628,-10.427,0,Welcome To Hell
160.979,-12.114,1993,Boyfriend
156.298,-10.095,1971,We've Only Just Begun (LP Version)
